Year,AUS,AUT,BEL,CAN,CHE,CHL,DEU,DNK,ESP,FIN,FRA,GBR,GRC,IRL,ITA,JPN,MEX,NLD,NOR,NZL,PRT,SWE,USA,,Euro Area
1890,25.558032566676232,7.557233325580704,11.870268922412075,3.101908582368768,13.080325739266016,4.4294305207559175,11.689110386074448,4.589525882138828,5.7275794356849135,7.033361646588436,18.41822514775983,11.628775062380251,28.04753987128842,1.5219786022838062,3.2688013577655104,0.6240490748308166,1.3886834561875858,26.01483625682193,11.918814267930673,15.603525486899441,3.4085725161418945,8.374587451971438,28.578539293273458,,11.421379029705355
1891,24.946003364394503,7.7151104985819385,12.11201482965273,3.1775403728274023,13.683994858012692,5.114124102067672,11.892322777607085,4.69472737657668,5.807952675940624,7.2693775501257845,18.614168050992532,11.80344348882543,28.001524497186807,1.5400052211846686,3.368658742055338,0.6484690766000394,1.7106537916179927,26.31960663321364,12.319648816920584,16.167833435444948,3.47385035318818,8.4526309991338,29.547550158260595,,11.626329131580352
1892,24.77358193412252,7.883442100263189,12.42207006719157,3.2625300406134485,14.394477736867763,5.395232876566826,12.111862733436645,4.794054376437133,5.877473784949394,7.3848063891420574,18.82569962777415,12.165402645084331,27.808425460766117,1.559888576290141,3.4404011413586533,0.6799009845384492,1.8294235416604703,26.59779401815795,12.524404706935156,16.499628383585144,3.530567072332419,8.738070564456615,29.06830044791794,,11.806382436427283
1893,24.285422686607507,8.024603732165376,12.635122764911095,3.3299916050795266,14.914797570876186,5.688716652394481,12.313461504763161,4.870276975129063,5.9530457359244044,7.570095355956136,19.267408957475862,12.335697080963605,27.653365421232365,1.5790234921060804,3.495109405802156,0.6994981245429811,1.9280543754349664,26.713333355310564,12.699841877510677,16.76786757810943,3.5905565827662413,8.903924942378874,33.044835856058164,,12.02302867645762
1894,23.51261600143315,8.217626840274487,13.046239508665282,3.389215013326191,15.501782686390909,5.870367691049593,12.431767671543023,4.914590514108794,6.017567983420079,7.553878419781765,19.30542691753381,12.278183594770008,27.552240347851967,1.5987223120460585,3.481945652311485,0.7235992177609322,1.9235063059636799,26.848616701534368,12.884186110854742,16.997498716705508,3.654459042427302,8.82578419503349,36.29965423444462,,12.106905659374986
1895,22.791097117039335,8.408164299476153,13.426382700168169,3.427462772812738,16.023053169109332,6.197691107325645,12.559886947978725,4.9945695167200395,6.077957667924465,7.4584247136392605,19.563761518917893,12.150119136577135,27.465725184546166,1.6236330554812433,3.4770898539572617,0.7547753384455639,1.9246468628181637,26.981792173787476,13.074970348811144,17.17011353187654,3.7217018798063224,8.80038752467829,34.811980892056084,,12.228862538778465
1896,22.00451451218486,8.577961298121014,13.657942870264906,3.4741055771995306,16.670900055171224,6.407673927823141,12.656792872593813,5.118304750407387,6.154521276202548,7.413875082987762,19.69348953651253,11.899803505155315,27.323377559816276,1.6493512079419963,3.440091340307241,0.7854775856106604,1.950939208583988,27.026789202450242,13.306587472674737,17.36244272497306,3.7895045716556717,8.854633211964236,35.25497186861925,,12.312890360388073
1897,21.495110262053018,8.862616981694137,14.082972574086613,3.505665709940875,17.622713713594226,6.202172247619483,12.828143990300655,5.344632827029658,6.232920478416625,7.528771281638451,19.968220186704524,11.960250457861028,27.301504747344065,1.6792781904206537,3.3824771035293124,0.8246096033971531,2.0890055175996807,27.078816340851873,13.507535098980782,17.684350225274148,3.8493491748889417,9.119656446574503,35.8736987417132,,12.441259320039263
1898,20.847214699817886,9.144359190703517,14.453532017681054,3.5665273703315608,18.821796270501327,6.067392360206728,13.034221404803489,5.623694717528009,6.300612020857289,7.730982550740311,20.159761949362373,12.002247285050471,27.103232688037394,1.7118746858016363,3.38537094091305,0.8809109857262679,2.344948891662524,27.184303084402753,13.785423114288694,18.698233457210684,3.979654137559568,9.307522777084928,36.15216483447058,,12.618993690533378
1899,20.621179208010034,9.440965054424705,14.921044243113958,3.6734060484989164,20.15730124555243,5.939069086226355,13.278907312505543,5.987112900635276,6.361358320342814,8.056948834841302,20.39020879926868,12.058411881645547,26.986860175978112,1.7523004799747468,3.3466757535773675,0.9387682301070032,2.541770321964566,27.21961871973377,14.130146243212334,19.27074217270204,4.066164990006002,9.456221820045762,34.36673702664708,,12.788909822126552
1900,20.33581294013977,9.741773340564597,15.209224955033429,3.795902448756234,21.53198527366158,5.930136369619639,13.275228797784084,6.360312499920212,6.512266854398755,8.411164051546612,20.676227811418713,12.296012402678373,26.88755056384244,1.8033110204218457,3.323295559821328,0.9847669723558602,2.793042878959268,27.45593349567417,14.194671053864191,19.853417877602027,4.15433562494806,9.887190791035414,34.62386724697884,,12.880143873434545
1901,19.921213686071273,9.898745476899201,15.765967199014773,3.9630102325026937,22.98587245423612,5.835434672466466,13.980269896434608,6.658496024706315,6.712974615704827,8.829225060625818,21.188472069010185,12.565443446405698,26.773610647714165,1.863935410322797,3.3406757467686985,1.0336088911372572,2.894321028653467,27.672139648003334,14.61053431346934,20.514638310818764,4.23029291898455,10.225021666047121,33.105304985457785,,13.222340934453802
1902,19.986086425097806,10.043983480214033,16.3711769636408,4.193220586172915,24.210553773930457,5.802115127905901,14.215668917272957,6.887399774315418,6.841669335411212,9.112490894096066,21.65371048512438,12.886106439879892,26.62964615607458,1.9283646439653381,3.4174983084693613,1.0829953009889999,2.9952957634983908,27.859932929988727,15.063527605548598,20.648158943560464,4.2939755281088985,10.564851757284481,34.364410052596035,,13.501115237144354
1903,21.532375135196098,10.188217301028084,16.905502556196293,4.460831799791867,24.839453832251056,5.71224865261958,14.456387101344331,7.1780110846638525,6.939262786672772,9.275900583888406,21.988739475220374,13.236915957681783,26.70561218178638,1.9935378643080517,3.4803058597145493,1.1246844800122355,3.1371283356801594,28.106441939416662,15.531962377249682,20.96072277383402,4.380687835964816,10.758504477983232,34.27888333166196,,13.76984555544409
1904,22.239223331844837,10.325955031352562,17.633955892149814,4.798945673980894,25.204820125025257,5.635789293392652,14.834705278084432,7.437539528935277,7.035508672364929,9.44351195685109,22.298156673416642,13.638049087114561,26.742735790419697,2.0613582499409873,3.5305700775972326,1.1772542596508335,3.260131239253877,28.442541909374782,16.04960515303166,21.38245323774727,4.313834334669379,11.078298277484235,35.62955175937771,,14.035890247781422
1905,23.75843901296947,10.451689974803887,18.399522485156172,5.165440601103863,25.777512861209793,5.618686090607314,15.288635335811996,7.677661330931465,7.15292199149333,9.533750211659955,22.722939809273576,13.690026757243505,26.834520453649645,2.1323079734701844,3.6098095669012107,1.2111199565901303,3.381738142478012,28.756855411004288,16.454064198520147,21.617201238276483,4.578559644050547,11.575995487363324,36.18300419878666,,14.324675418979014
1906,24.43150273625917,10.58309177086867,19.1945506950212,5.577208570641684,26.986924897115546,5.720280315497186,15.654518229046234,7.868201192806418,7.238699981643849,9.645408137422152,23.088054675771033,13.643513529511395,26.944065618840586,2.2046022912976633,3.7313476133250965,1.2685141094723313,3.5590444290753025,29.04374319759677,16.58548058089775,22.049023326652318,4.709807907935782,11.815537428255562,35.09011774959891,,14.608234695579409
1907,24.52446156487335,10.780908390435492,19.84102014408772,6.053853672401714,28.793267609554988,5.881769440793402,16.005607038151478,8.157825873610138,7.317432612941503,9.706047982926538,23.465742999535156,13.766772361832215,27.035261188683595,2.2773274487123314,3.865291790720629,1.338451797005511,3.8805361729384877,29.387672891021072,16.785151970121095,22.596128260712156,4.856938299507511,12.146701586784344,37.269731045607934,,14.834065812016858
1908,25.89626896198143,10.975462758817184,20.519266285653284,6.639840368642363,30.826263481426885,6.219123505459698,16.427199776027884,8.446601275601985,7.425874377788962,9.972343488140908,23.846693510695044,14.396607428392864,27.133287474772178,2.34869516312076,3.9146513229268782,1.414352364138627,4.202792194605712,29.519336824642956,17.04787411615569,23.109250242960844,5.008967625187881,12.682112245560965,40.26914934624479,,14.997936194620852
1909,26.751884599036476,11.18960714227841,21.35793774072323,7.211188702646021,32.79566418827342,6.37815733189143,16.521224959862657,8.635159124745767,7.535797926651929,10.324674736891293,24.24861947207011,14.29820893021896,27.209470634270975,2.407868502571928,4.065116479897331,1.5092912379471486,4.45253593448895,29.759423894875052,17.36729611089906,23.10995233791909,5.089617055656342,13.048221314000584,39.66738473055343,,15.230572444625556
1910,27.223358744737055,11.395490965940972,22.16546080600816,7.852127888317527,34.15017261603645,6.64330722290726,16.487112388587498,8.811582741015355,7.659397937956289,10.502592397344493,24.741268678901577,13.812940436291644,27.297958196143984,2.4572685030836405,4.23451368126937,1.5947155922827037,4.792529435717085,30.23921650125171,17.6618211317986,23.401169357479127,5.202183814791639,13.106742161745316,41.21329022084362,,15.54936732610208
1911,28.579701750204634,11.870610740137408,23.49003566466514,8.706441563023533,35.570946703633254,6.932217179262587,16.620142607379215,8.96970491891016,7.896689452518976,10.504847074361408,25.164152034809465,13.540686020102006,27.54755838013422,2.4930174316259106,4.3863611710461115,1.7168960730538,5.245287445020906,30.63784216250852,17.973530366810948,24.032425624158755,5.405845520827332,13.27748873864652,42.46840324344374,,15.874834589209957
1912,28.100833835008746,12.351811214265192,24.795523862323,9.707749184239345,36.785518191780056,7.386209014183032,17.012968484391084,9.129400303362752,8.067065691821124,10.692704061995405,25.75930881081089,13.563594601238304,27.817046624325798,2.560068057542407,4.536314476431526,1.881348918249224,5.587529846169327,30.961075267173122,18.30517357343546,25.573865959661468,5.5846350204462425,13.597356033154963,42.838391624241595,,16.251430864226332
1913,29.584764978515423,12.930368817991203,26.303005537424553,10.905588260019186,38.09895175817849,7.907917659209037,17.31045805434461,9.29823134626328,8.2731310978601,10.997731080666448,26.42615432109522,13.368478535775997,28.014408924198342,2.6314337559160856,4.600593779299014,1.985155795661325,5.821515718661844,31.29694166524439,18.846856406798505,27.03440712506252,5.746287353172287,13.648762909590952,44.055087677838664,,16.493971054217216
1914,30.436284121506922,13.524115431680816,28.83779665930766,12.340519058435259,40.55324367582071,8.406019396080282,17.68745425809179,9.510296514946177,8.519707780635592,11.612356284570746,26.927923068828743,13.571662843154217,27.777673885850156,2.733485472138996,4.7032538312064265,2.0792636416585153,5.978832124538636,32.45142509676597,20.22980451906077,28.526663250277693,5.882485766813545,14.729166591124512,47.33490456180509,,16.6993145485742
